host,process,step_number,step_dates,step_title,step_description
https://budgetparticipatif.saintjeandebraye.fr,bp,6,01/09/2019 - ?,Réalisation des projets,"Vous pouvez suivre l'état d'avancement de chaque projet lauréat, et les commenter."
https://budgetparticipatif.saintjeandebraye.fr,bp2019-2020,1,10/10/2019 - 15/10/2019,La 2ème édition arrive !,
https://budgetparticipatif.saintjeandebraye.fr,bp2019-2020,2,15/10/2019 - 31/01/2020,L'appel à idées,"Déposez sur la plateforme vos idées pour Saint-Jean de Braye. Pour être recevable une idée doit respecter certains critères :► Etre en adéquation avec les principes du développement durable et de la démarche Ville en Transition de la Ville, dont le but est de permettre de répondre aux enjeux climatiques.► Projet réalisable sur le territoire de Saint-Jean de Braye► Relever d'une dépense d'investissement (ex : aménagement, achat de matériels, ..)"
https://budgetparticipatif.saintjeandebraye.fr,bp2019-2020,3,03/02/2020 - 01/09/2020,La recevabilité des projets,"Avant d'être soumis au vote, la faisabilité technique et financière des propositions est étudiée par les services de la Ville de Saint-Jean de Braye► Pendant ce temps les porteurs de projet peuvent être contactés par les services techniques pour préciser leur projet► La liste des projets recevables est décidée par un comité de sélection composé d'élus, d'agents municipaux, de représentants des comités de quartier et de représentants de collectifs citoyens."
https://budgetparticipatif.saintjeandebraye.fr,bp2019-2020,4,05/09/2020 - 15/10/2020,Votez pour 3 idées,Les projets recevables et sélectionnés par le comité ont été soumis au vote des habitants du 5 septembre au 15 octobre.
https://budgetparticipatif.saintjeandebraye.fr,bp2019-2020,5,15/10/2020 - 01/11/2020,Les projets lauréats,"Suite à la phase de vote, 10 projets ont été retenus. Découvrez les ici."
https://jeparticipe.toulouse.fr,bp2019,1,25/03/2019 - 30/04/2019,Appel à idées,"Jusqu'au 30 avril 2019, chaque habitant a pu proposer une ou plusieurs idées de projet.154 idées ont été déposées dont 96 recevables dans le cadre du règlement du budget participatif.Retrouvez les idées proposées en cliquant ici."
https://jeparticipe.toulouse.fr,bp2019,2,04/06/2019 - 05/06/2019,Agora des idées,"Le 4 juin 2019, 90 idées ont été présentées lors de l'Agora des idées.Les habitants porteurs d’idées ont été invités à échanger avec des instances citoyennes et des services de la collectivité pour enrichir et préciser certains projets, voire fusionner plusieurs idées afin de leur donner une autre dimension.30 idées ont été présélectionnées pour être instruites par les services.+ d'infos sur l'organisation de l'Agora des idées en cliquant ici !"
https://jeparticipe.toulouse.fr,bp2019,3,01/06/2019 - 31/08/2019,Analyse technique,"De juin à août 2019, les 30 idées présélectionnées ont été instruites par les services techniques.+ d'infos sur la phase d'instruction en cliquant ici !"
https://jeparticipe.toulouse.fr,bp2019,4,11/09/2019 - 15/10/2019,Vote des projets,Les 30 projets finalistes ont été soumis au vote des Toulousains du 11 septembre au 15 octobre 2019.+ d'infos sur les résultats du vote en cliquant ici.
https://jeparticipe.toulouse.fr,bp2019,5,15/10/2019 - 15/10/2021,Résultat & Réalisation,Le vote du budget participatif est clos depuis le 15 octobre 2019.Les 14 projets lauréats portés par les habitants seront réalisés en 2020 et 2021.+ d'infos sur le suivi des réalisations des idées en cliquant ici.
https://participation.touraine.fr,bpcitoyen,1,15/11/2019 - 31/03/2020,Étape 1:  Je dépose mon projet,"J'ai un projet de création, d'aménagement ou d'équipement pour améliorer la commune où je vis, où je travaille, j’étudie… et rendre la vie de ses habitants plus agréable et plus facile : je propose alors mon projet ici.Avant de déposer mon projet, je n’oublie pas de m’inscrire sur la plateforme numérique du budget participatif (ici) ou, si je suis déjà inscrit, de m’identifier (ici). Je vérifie ensuite dans le guide du dépôt de projet que mon projet est bien conforme au règlement du budget participatif. Je peux aussi consulter le répertoire d’exemples de projets (déposés dans le cadre d’autres budgets participatifs : il n’est pas exhaustif et n’a qu’un caractère indicatif)."
https://participation.touraine.fr,bpcitoyen,2,31/03/2020 - 14/06/2020,Étape 2:  Les services du Département étudient mon projet,"Les services du Département procèdent à l’instruction de mon projet, des projets. Ce qui signifie que :Les projets recevables et conformes au règlement du budget participatif (pour les critères de recevabilité, consulter le guide du dépôt de projet) sont étudiés par les services départementaux pour déterminer s’ils sont techniquement, juridiquement et financièrement faisables ;Une estimation du coût de chaque projet est effectuée à ce stade ;Seuls les projets recevables et faisables sont soumis au vote des citoyens ;Pendant cette phase, les porteurs de projets doivent cependant rester mobilisés car :Ils peuvent être sollicités par les services pour préciser et compléter leur projet ;Si les porteurs de projet ont déposé leur projet dans le cadre d’un groupe de personnes constitué pour l’occasion (amis, collègues, voisins, …) qui n’a pas de statut associatif (consulter le guide du dépôt de projet), ils doivent, pour des raisons réglementaires et afin de permettre au Conseil départemental de financer leur projet, se mettre en rapport avec soit la commune d’implantation du projet, soit une association de leur choix pour qu’elle les accompagne dans le portage de leur projet.Pendant cette phase, et dans la mesure où les projets sont envisagés sur un territoire communal, les communes concernées par les projets sont consultées pour avis."
https://participation.touraine.fr,bpcitoyen,3,15/06/2020 - 15/07/2020,Étape 3: Le vote des projets,"Pendant cette phase, tous les projets soumis au vote des citoyens sont présentés sur la plateforme du budget participatif ;Peuvent participer au vote : toutes les personnes âgées de 18 ans et plus résidant dans le département.Elles peuvent voter pour leurs projets préférés (minimum 3, maximum 5) dès le 15 juin 2020 sur la plateforme numérique du budget participatif (vote électronique).En parallèle, la campagne de vote est menée par les porteurs de projet, avec leurs moyens propres et sous leur responsabilité. Le Département met à disposition des porteurs de projets des supports personnalisables téléchargeables (affiche…) sur la plateforme numérique du budget participatif."
https://participation.touraine.fr,bpcitoyen,4,16/07/2020 - 17/07/2020,Étape 4: L'annonce des projets laureats,"Les projets lauréats sont :Le projet ayant recueilli le plus de suffrages dans le département ;Et les 3 projets de chaque canton ayant obtenu le plus de voix ;Dans le cas de Tours, ce sont les 12 projets portant sur la commune ayant reçu le plus de voix. Ils seront annoncés lors de la session du 16 juillet 2020 par le Président du Conseil départemental. Les résultats des votes et les projets lauréats seront présentés sur la plateforme numérique du budget participatif dès le 17 juillet 2020."
https://participation.touraine.fr,bpcitoyen,5,01/09/2020 - 31/12/2021,Étape 5: Le département réalise les projets lauréats,Le Conseil départemental s’engage à réaliser les projets lauréats dans l’année qui suit leur annonce.
https://participation.u-bordeaux.fr,bpe,1,21/10/2019 - 27/10/2019,Lancement du budget participatif étudiant,"L’université de Bordeaux encourage une fois de plus les étudiants et plus largement la communauté universitaire à s'engager pour leur campus. Cette année l'université lance sa première édition du budget participatif et prévoit une enveloppe de 100 000 € pour la réalisation des projets lauréats. L'université est bien plus qu'un lieu d'apprentissage et de savoir, il est surtout un lieu de vie et de solidarité devant s'adapter au besoin des étudiants. Alors faites vivre votre campus : proposez vos idées et choisissez vos projets préférés !"
https://participation.u-bordeaux.fr,bpe,2,28/10/2019 - 15/12/2019,Dépôt des idées,Imaginez un projet concret et déposez-le sur la plateforme. Participez aux permanences organisées dans chaque campus pour être accompagnée dans le dépôt de votre projet.
https://participation.u-bordeaux.fr,bpe,3,16/12/2019 - 09/02/2020,Instruction des propositions,Les services de l’université instruisent les projets recevables. Ils se prononcent sur la faisabilité technique et juridique et estiment le coût réel de chaque projet. Les porteurs de projets sont également associés à cette phase pour ajuster et préciser leurs idées. Pour savoir si votre idée est recevable et réalisable consultez le règlement du Budget participatif de l'université de Bordeaux
https://participation.u-bordeaux.fr,bpe,4,21/09/2020 - 21/10/2020,Vote sur les projets,Votez pour vos idées préférées grâce à votre portefeuille virtuel de 100 000 €. Mais n’oubliez pas de choisir des projets sur au minimum 2 campus. Les porteurs de projets sont accompagnés par l’université pour mener campagne en faveur de leur projet.
https://participation.u-bordeaux.fr,bpe,5,02/11/2020 - 09/11/2020,Annonce des résultats,Vous connaissez enfin les projets lauréats ! Il y en a au moins un dans chaque groupe de campus.
https://participation.u-bordeaux.fr,bpe,6,09/11/2020 - 01/03/2021,Suivi des réalisations,"Les projets qui obtiendront le plus de voix, à hauteur de 100 000 € seront réalisés dans les deux ans par l’université de Bordeaux. Des chantiers participatifs seront mis en place, dans la mesure du possible pour vous permettre d’être également associés à la concrétisation de vos projets préférés."
https://participer.valdemarne.fr,budgetcitoyen,1,21/10/2019 - 31/12/2019,,"Deux modalités de dépôt sont proposées jusqu'au 31 Décembre 2019 :1)     Via la plateforme numérique participer.valdemarne.fr Pour s’inscrire sur la plateforme, il est demandé de choisir un nom (afin de garantir l’anonymat, un nom fictif est conseillé), un pseudonyme (l’identifiant demandé pour l’accès à la plateforme), une adresse email et un mot de passe (retrouvez sur cette page le mode d'emploi complet de la plateforme). Une fois l’inscription validée, il suffira de cliquer sur ""Je propose une idée"" puis sur ""Nouvelle proposition"" . Une pièce jointe peut être ainsi ajoutée afin de mieux expliquer le projet proposé.2)     Via le formulaire papier que vous trouverez au sein des accueils départementaux Les services départementaux récolteront et transcriront les propositions soumises via les formulaires sur la plateforme participer.valdemarne.fr et y inscriront les auteurs. Ainsi le citoyen inscrit par le Département recevra un message électronique et il pourra suivre sa proposition et interagir avec d’autres citoyens en ligne. Il est nécessaire de fournir une adresse email valide sur les formulaires papier afin d'être recontacté par voie électronique par la suite. A défaut d'adresse email, un numéro de téléphone permettra aux services de reprendre contact pour effectuer le suivi de la proposition.3) Au cours des rencontres territorialesRetrouvez la liste des rencontres sur cette page, et venez participer à l'élaboration collective de propositions !"
https://participer.valdemarne.fr,budgetcitoyen,2,01/01/2020 - 30/06/2020,,"Phase d'instruction des projets par les services du Conseil départemental, en collaboration avec les porteurs de projet qui le souhaitent.Un laboratoire citoyen composé de 94 jeunes de 18 à 25 ans tirés au sort se réunira deux soirées et lors d'un weekend afin de travailler les propositions reçues et d'aboutir à une liste de projets qui seront soumis au vote."
https://participer.valdemarne.fr,budgetcitoyen,3,01/07/2020 - 20/08/2020,,"Tous les Val-de-Marnais et Val-de-Marnaises, à partir de 11 ans, peuvent voter du 1er juillet au 20 août.Il est possible de voter directement en ligne sur la plateforme de participation numérique du Département ! Vous pouvez y retrouver toutes les informations sur la démarche, les 122 projets soumis au vote, et voter pour vos 5 projets préférés. (Attention, il est nécessaire de vous créer un compte : c’est par ici ! »)Vous pouvez également voter lors de l’une des animations prévues ou dans l’un des bureaux de vote installés sur le territoire."
